Uniprot ID,Protein names,Predicted Class by Proteintox
Q2ES46,Kunitz-type serine protease inhibitor 5  ,Non-toxic
Q2ES47,Kunitz-type serine protease inhibitor 4  ,Neurotoxic
Q2I2P8,Conotoxin Lt16a ,Neurotoxic
Q2I2R6,Alpha-conotoxin-like Lt1.3 ,Neurotoxic
Q2I2R7,Alpha-conotoxin-like Lt1.2 ,Neurotoxic
Q2PG83,Acidic phospholipase A2 PePLA2   ,Neurotoxic
Q2QA04,Snake venom serine protease  ,Non-toxic
Q2VBP8,Long neurotoxin LNTX1,Neurotoxic
Q2XXL8,Natriuretic peptide GNP1,Non-toxic
Q2YHM1,Neurotoxin 8-related gene product 1/2/3   ,Neurotoxic
Q331K1,Cystatin J,Non-toxic
Q38L02,Snaclec dabocetin subunit alpha ,Non-toxic
Q3BER2,Disintegrin Eo1 subunit 1 ,Neurotoxic
Q3HXY3,Venom nerve growth factor 1  ,Non-toxic
Q3SAF3,Natriuretic peptide PaNP-c,Non-toxic
Q3SAF6,Natriuretic peptide PtNP-a,Non-toxic
Q3SAF7,Natriuretic peptide TNPe ,Non-toxic
Q3YAU5,Phospholipase A2 large subunit  ,Non-toxic
Q3YEE8,Conotoxin TeAr154,Neurotoxic
Q3YEE9,Conotoxin TeAr151 ,Neurotoxic
Q3YEH5,Conotoxin LiC32,Neurotoxic
Q3YEH7,Conotoxin 3 ,Neurotoxic
Q3ZD74,Snake venom metalloproteinase lebetase-4   ,Non-toxic
Q4JHE2,L-amino-acid oxidase   ,Non-toxic
Q4JHE3,L-amino-acid oxidase   ,Non-toxic
Q4U4N3,Alpha-latrotoxin-associated low molecular weight protein-2  ,Non-toxic
Q53B47,Short neurotoxin OH-5  ,Neurotoxic
Q53B52,Short neurotoxin OH-26  ,Neurotoxic
Q53B53,Long neurotoxin OH-34,Neurotoxic
Q53B59,Long neurotoxin OH-37,Neurotoxic
Q589G4,Kunitz-type serine protease inhibitor As-fr-19 ,Neurotoxic
Q5BLY5,Venom acid phosphatase Acph-1  ,Non-toxic
Q5EE07,Disintegrin,Neurotoxic
Q5EF78,Icarapin  ,Non-toxic
Q5EHP2,Conotoxin Mr3.8,Neurotoxic
Q5FZI5,Snaclec trimecetin subunit beta,Non-toxic
Q5FZI6,Snaclec trimecetin subunit alpha,Non-toxic
Q5G8A6,Scorpine-like peptide Tco 41.46-2 ,Neurotoxic
Q5G8A8,Toxin-like TcoNTxP1  ,Neurotoxic
Q5G8B5,Putative antimicrobial peptide clone 4  ,Non-toxic
Q5G8B8,Toxin Tco-gamma  ,Neurotoxic
Q5I2B1,DELTA-actitoxin-Oor1b   ,Non-toxic
Q5I4B8,DELTA-actitoxin-Oor1a   ,Non-toxic
Q5I4E5,Conotoxin Gla-TxXI,Neurotoxic
Q5I4E6,Conotoxin Gla-TxX,Neurotoxic
Q5K0C4,Omega-conotoxin-like 1,Neurotoxic
Q5K0C5,Conotoxin Vi6.3 ,Neurotoxic
Q5UFR8,Short neurotoxin 1 ,Neurotoxic
Q5W958,Snake venom serine protease homolog HS120 ,Non-toxic
Q5W960,Snake venom serine protease HS112  ,Non-toxic
Q5WR03,Opiscorpine-1,Neurotoxic
Q5Y4W9,U2-agatoxin-Ao1q  ,Neurotoxic
Q5Y4X5,U2-agatoxin-Ao1k  ,Neurotoxic
Q66S08,Natterin-P ,Non-toxic
Q66S13,Natterin-4 ,Non-toxic
Q66S21,Natterin-2 ,Non-toxic
Q66S25,Natterin-1 ,Non-toxic
Q68PG2,Neurotoxin Cex13,Neurotoxic
Q68PG7,Toxin Cex8,Neurotoxic
Q68PG8,Neurotoxin Cex7,Neurotoxic
Q68PG9,Neurotoxin Cex6,Neurotoxic
Q68PH0,Neurotoxin Cex5,Neurotoxic
Q68PH1,Neurotoxin Cex4,Neurotoxic
Q68PH2,Neurotoxin Cex3,Neurotoxic
Q68PH3,Neurotoxin Cex2,Neurotoxic
Q68PH4,Neurotoxin Cex1,Neurotoxic
Q68Y23,M-myrmeciitoxin-Mb1a  ,Non-toxic
Q6B4T3,U2-sicaritoxin-Li1a   ,Neurotoxic
Q6B4T4,U1-sicaritoxin-Li1b  ,Neurotoxic
Q6B4T5,U1-sicaritoxin-Li1a  ,Neurotoxic
Q6EAN6,Acidic phospholipase A2 homolog sistruxin A   ,Non-toxic
Q6EER3,Basic phospholipase A2 Sct-N6   ,Neurotoxic
Q6IWF1,Snake venom serine protease BthaTL  ,Non-toxic
Q6PN83,Conotoxin mr5.3 ,Neurotoxic
Q6PN84,Conotoxin mr5.2 ,Neurotoxic
Q6PPB3,Alpha-conotoxin-like Qc1.1b ,Neurotoxic
Q6PTD4,Alpha-conotoxin-like Lp1.2,Neurotoxic
Q6PTD5,Alpha-conotoxin Lp1.1,Neurotoxic
Q6PTD6,Alpha-conotoxin-like Qc1.2 ,Neurotoxic
Q6Q249,Phospholipase A1 4   ,Non-toxic
Q6Q250,Phospholipase A1 3   ,Non-toxic
Q6Q251,Phospholipase A1 2   ,Non-toxic
Q6Q252,Phospholipase A1 1   ,Non-toxic
Q6T627,L-amino-acid oxidase   ,Non-toxic
Q6T6S5,Kunitz-type serine protease inhibitor bitisilin-2  ,Neurotoxic
Q6T6S7,Snake venom serine protease homolog 1 ,Non-toxic
Q6T6T2,Disintegrin gabonin-2 ,Non-toxic
Q6T6T4,Bitiscystatin ,Non-toxic
Q6T6T5,Kunitz-type serine protease inhibitor bitisilin-1  ,Neurotoxic
Q6T7B7,C-type lectin 1 ,Non-toxic
Q6TPG9,Snaclec mucrocetin subunit beta,Non-toxic
Q6WGI9,Potassium channel toxin alpha-KTx 11.3  ,Neurotoxic
Q6X5T3,Snaclec 5  ,Non-toxic
Q6XLL5,Potassium channel toxin alpha-KTx 6.10 ,Neurotoxic
Q6XLL6,Potassium channel toxin alpha-KTx 6.9 ,Neurotoxic
Q71QH5,Snake venom serine protease KN8  ,Non-toxic
Q71QH6,Snake venom serine protease KN13  ,Non-toxic
Q71QH7,Snake venom serine protease PA  ,Non-toxic
Q71QH9,Snake venom serine protease KN14  ,Non-toxic
Q71QI0,Snake venom serine protease homolog KN7 ,Non-toxic
Q71QI1,Snake venom serine protease KN12  ,Non-toxic
Q71QI2,Snake venom serine protease CL2  ,Non-toxic
Q71QI3,Snake venom serine protease CL5  ,Non-toxic
Q71QI4,Snake venom serine protease KN5  ,Non-toxic
Q71QI5,Snake venom serine protease KN3  ,Non-toxic
Q71QI7,Snake venom serine protease KN11  ,Non-toxic
Q71QI8,Snake venom serine protease KN10  ,Non-toxic
Q71QJ0,Snake venom serine protease KN2  ,Non-toxic
Q71QJ1,Snake venom serine protease KN9  ,Non-toxic
Q71QJ2,Snake venom serine protease KN6  ,Non-toxic
Q71QJ3,Snake venom serine protease KN1  ,Non-toxic
Q71QJ4,Snake venom serine protease homolog KN4 ,Non-toxic
Q75WG5,Delta-hexatoxin-Mg1b   ,Neurotoxic
Q75WG6,U14-hexatoxin-Mg1a  ,Neurotoxic
Q75WG7,U13-hexatoxin-Mg1a  ,Non-toxic
Q75WH3,U11-hexatoxin-Mg1a  ,Neurotoxic
Q75WH4,U10-hexatoxin-Mg1a  ,Neurotoxic
Q75WH5,U9-hexatoxin-Mg1a  ,Neurotoxic
Q75WH6,U8-hexatoxin-Mg1a  ,Neurotoxic
Q76CA0,Delta-stichotoxin-Sgt3a    ,Neurotoxic
Q76CA3,Delta-stichotoxin-Sgt2a    ,Neurotoxic
Q76DT2,DELTA-thalatoxin-Avl2a   ,Non-toxic
Q7LZ24,Snaclec coagulation factor X-activating enzyme light chain 2 ,Neurotoxic
Q7LZ31,Helofensin-1 ,Neurotoxic
Q7LZE3,Kunitz-type serine protease inhibitor long epsilon-dendrotoxin His55 ,Neurotoxic
Q7LZF4,Snake venom serine protease IVa   ,Non-toxic
Q7LZF5,Thrombin-like enzyme catroxobin-1      ,Neurotoxic
Q7LZF6,Kallikrein-like EII ,Non-toxic
Q7LZG1,Acetylcholinesterase  ,Non-toxic
Q7LZG5,Phospholipase A2 II-5b    ,Non-toxic
Q7LZI5,Disintegrin ussuristatin-1 ,Neurotoxic
Q7LZI6,Snaclec tokaracetin subunit beta,Neurotoxic
Q7LZJ1,Snake venom metalloproteinase   ,Non-toxic
Q7LZK1,Disintegrin echistatin-beta,Neurotoxic
Q7LZK5,Snaclec bitiscetin subunit alpha,Non-toxic
Q7LZK6,Snaclec tokaracetin subunit alpha,Neurotoxic
Q7LZK8,Snaclec bitiscetin subunit beta,Non-toxic
Q7LZQ6,Basic phospholipase A2 13     ,Neurotoxic
Q7LZS8,Kunitz-type serine protease inhibitor long epsilon-dendrotoxin Arg55 ,Neurotoxic
Q7LZS9,Snake venom metalloproteinase Ac1   ,Non-toxic
Q7LZT4,Disintegrin ussuristatin-2 ,Neurotoxic
Q7M3T3,Vespakinin-M ,Neurotoxic
Q7M3V3,Orientotoxin-2   ,Non-toxic
Q7M3V4,Orientotoxin-1   ,Non-toxic
Q7M4K5,Conotoxin r11e,Neurotoxic
Q7SZD9,Zinc metalloproteinase/disintegrin ussurin ,Non-toxic
Q7T229,Snake venom serine protease homolog ,Non-toxic
Q7T247,Snaclec echicetin subunit beta,Non-toxic
Q7T248,Snaclec echicetin subunit alpha,Non-toxic
Q7T2Q6,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B chain,Neurotoxic
Q7Z0H4,Neurotoxin BmP08 ,Neurotoxic
Q7Z156,Venom allergen 5      ,Non-toxic
Q7Z1N0,Dermonecrotic toxin LarSicTox-alphaI-1       ,Non-toxic
Q7Z269,Venom serine protease  ,Non-toxic
Q7ZT98,Cysteine-rich venom protein ophanin  ,Non-toxic
Q7ZTA0,Cysteine-rich venom protein piscivorin,Non-toxic
Q7ZZN9,Cysteine-rich venom protein ,Non-toxic
Q800C1,Acidic phospholipase A2 Cvv-E6h   ,Neurotoxic
Q800C2,Acidic phospholipase A2 Cvv-E6g   ,Non-toxic
Q801Z4,Disintegrin DisBa-01,Neurotoxic
Q802F0,Snake venom serine protease PTLE1  ,Non-toxic
Q805F5,Disintegrin piscivostatin-alpha ,Neurotoxic
Q86BX0,Potassium channel toxin alpha-KTx 15.8  ,Neurotoxic
Q86RA3,Conotoxin VxVIA ,Neurotoxic
Q86RB2,Alpha-conotoxin GIC,Neurotoxic
Q86SD9,Toxin Aam3  ,Neurotoxic
Q86SE0,Toxin Aam2  ,Neurotoxic
Q86SE1,Toxin Aam1  ,Neurotoxic
Q8AY78,Snake venom serine protease 5  ,Non-toxic
Q8AY82,Snake venom serine protease homolog 1 ,Non-toxic
Q8AYA4,Snaclec agglucetin subunit beta-1,Non-toxic
Q8AYA5,Snaclec agglucetin subunit alpha-2 ,Non-toxic
Q8I0K7,Depressant scorpion toxin BmKIM,Neurotoxic
Q8I6R2,Conotoxin Vx2,Neurotoxic
Q8I6R5,Alpha-conotoxin ImII ,Neurotoxic
Q8IS41,Conotoxin VxVIB ,Neurotoxic
Q8JFG1,Acidic phospholipase A2 inhibitor vaspin A chain  ,Non-toxic
Q8JGT9,Cysteine-rich venom protein tigrin   ,Non-toxic
Q8JI38,Cysteine-rich venom protein latisemin ,Non-toxic
Q8JI40,Cysteine-rich venom protein ablomin,Non-toxic
Q8JIW1,Snaclec agkisacutacin subunit B ,Non-toxic
Q8JJ51,Snake venom metalloproteinase  ,Non-toxic
Q8MMG9,Trehalase   ,Non-toxic
Q8MQL0,Potassium channel toxin alpha-KTx 16.3   ,Neurotoxic
Q8MQS8,Venom serine protease 34   ,Non-toxic
Q8MUB1,Potassium channel toxin alpha-KTx 22.1  ,Neurotoxic
Q8QG86,Snake venom serine protease BITS01A  ,Non-toxic
Q8QG89,Snake venom metalloproteinase BITM02A  ,Non-toxic
Q8T0W2,Pacifastin-like protease inhibitor cvp4 ,Non-toxic
Q8T0W4,Kunitz-type serine protease inhibitor cvp2  ,Neurotoxic
Q8UUH7,Basic phospholipase A2 PC20   ,Neurotoxic
Q8UUH8,Basic phospholipase A2 PC17   ,Neurotoxic
Q8UUH9,Basic phospholipase A2 PC9   ,Neurotoxic
Q8UUI0,Basic phospholipase A2 PC1   ,Non-toxic
Q8UUJ1,Snake venom serine protease ussurase  ,Non-toxic
Q8UUJ2,Snake venom serine protease ussurin  ,Non-toxic
Q8UUK2,Snake venom serine proteinase Sp1  ,Non-toxic
Q8UVX1,Snake venom serine protease gussurobin  ,Non-toxic
Q8UW08,Basic phospholipase A2   ,Neurotoxic
Q8UW26,Short neurotoxin 2 ,Neurotoxic
Q8UW30,Basic phospholipase A2 73   ,Neurotoxic
Q8WQK0,Venom protein Vn4.6,Neurotoxic
Q8WRY4,Toxin Cll9,Neurotoxic
Q90221,Zinc metalloproteinase/disintegrin ,Non-toxic
Q90WA0,Kunitz-type serine protease inhibitor textilinin-2 ,Neurotoxic
Q90WI6,C-type lectin BML-1 ,Non-toxic
Q90WI7,C-type lectin BfL-2 ,Non-toxic
Q90WI8,C-type lectin BfL-1 ,Non-toxic
Q90YA8,Glutaminyl-peptide cyclotransferase    ,Non-toxic
Q91055,Cysteine-rich venom protein helothermine ,Non-toxic
Q910A1,Acidic phospholipase A2 ammodytin I1      ,Non-toxic
Q91124,Cytotoxin 8   ,Cardiotoxic
Q91135,Cytotoxin I-like P-15 ,Cardiotoxic
Q91136,Cytotoxin I-like T-15 ,Cardiotoxic
Q91506,Acidic phospholipase A2 1   ,Neurotoxic
Q92152,Phospholipase A2 homolog PLA2-03 ,Neurotoxic
Q94435,Insect-toxin Cn10 ,Neurotoxic
Q95P69,Toxin BmKT    ,Neurotoxic
Q95WC9,Toxin CsE9 ,Neurotoxic
Q95WD1,Toxin CsE8 ,Neurotoxic
Q95WD2,Beta-toxin CsE3 ,Neurotoxic
Q95WD3,Neurotoxin E1x ,Neurotoxic
Q967F9,Potassium channel toxin alpha-KTx 14.1  ,Neurotoxic
Q98956,Cytotoxin 1b ,Cardiotoxic
Q98957,Cytotoxin 1a ,Cardiotoxic
Q98958,Cytotoxin 1d/1e ,Cardiotoxic
Q98959,Cytotoxin 3a   ,Cardiotoxic
Q98960,Cytotoxin 3b ,Cardiotoxic
Q98961,Cytotoxin 5  ,Cardiotoxic
Q98962,Cytotoxin 3d ,Cardiotoxic
Q98993,Verrucotoxin subunit beta ,Non-toxic
Q9BJV9,Omega-hexatoxin-Hi2a    ,Neurotoxic
Q9BJW4,Chlorotoxin-like peptide Bm12-b,Neurotoxic
Q9BJX2,Potassium channel toxin alpha-KTx 14.3    ,Neurotoxic
Q9BKB4,Potassium channel toxin alpha-KTx 14.4  ,Neurotoxic
Q9BKJ0,Anti-neuroexcitation peptide 3     ,Neurotoxic
Q9BKJ1,Anti-neuroexcitation peptide 2   ,Neurotoxic
Q9BLM4,Toxin AahP1005 ,Neurotoxic
Q9BMK4,Phospholipase A2    ,Non-toxic
Q9BN12,Tamulustoxin  ,Neurotoxic
Q9BP55,Mu-conotoxin pn4c ,Neurotoxic
Q9BP56,Alpha-conotoxin-like PnMGMR-02,Neurotoxic
Q9BPB1,Conotoxin Gla-TxVI/A ,Neurotoxic
Q9BPB2,Conotoxin Asp7/Gla-TxVI ,Neurotoxic
Q9BPB4,Conotoxin Gla-TxVI -TxVI ,Neurotoxic
Q9BPH1,Conotoxin TxXIIIA,Neurotoxic
Q9DEA1,Snaclec agkicetin-C subunit beta ,Non-toxic
Q9DEA2,Snaclec agkicetin-C subunit alpha ,Non-toxic
Q9DF66,Snake venom serine protease 3   ,Non-toxic
Q9DF68,Snake venom serine protease homolog  ,Non-toxic
Q9DG31,Snaclec coagulation factor IX/factor X-binding protein subunit B  ,Non-toxic
Q9DG39,Snaclec coagulation factor IX/factor X-binding protein subunit A  ,Non-toxic
Q9DG83,Snake venom serine protease serpentokallikrein-1  ,Non-toxic
Q9DG84,Snake venom serine protease serpentokallikrein-2  ,Non-toxic
Q9GNG8,Toxin BmKaTX15    ,Neurotoxic
Q9GQV6,Toxin BmKaTx16  ,Neurotoxic
Q9GQW3,Toxin BmKaIT1     ,Neurotoxic
Q9GU57,Conotoxin Gm9.1  ,Neurotoxic
Q9GYX2,Toxin BmKa1  ,Neurotoxic
Q9I837,Basic phospholipase A2 GL1-1    ,Neurotoxic
Q9I842,Basic phospholipase A2 cPm08   ,Neurotoxic
Q9I843,Basic phospholipase A2 cPm05   ,Neurotoxic
Q9I844,Basic phospholipase A2 cPt10   ,Neurotoxic
Q9I845,Basic phospholipase A2 cPt09   ,Neurotoxic
Q9I846,Basic phospholipase A2 cL038   ,Neurotoxic
Q9I847,Basic phospholipase A2 cL037   ,Neurotoxic
Q9I8F8,Acidic phospholipase A2   ,Neurotoxic
Q9I8W9,Snake venom serine protease Dav-X  ,Non-toxic
Q9I8X0,Snake venom serine protease Dav-KN  ,Non-toxic
Q9I968,Acidic phospholipase A2 2   ,Neurotoxic
Q9IAY0,Snake venom metalloproteinase H3  ,Non-toxic
Q9IAY1,Snake venom metalloproteinase H2  ,Non-toxic
Q9IAY3,Snake venom metalloproteinase H1  ,Non-toxic
Q9IAY4,Snake venom metalloproteinase H4  ,Non-toxic
Q9N633,Omega conotoxin-CVIE ,Neurotoxic
Q9N682,Neurotoxin BmK-M11       ,Neurotoxic
Q9NDA6,Leu-contryphan-Tx,Neurotoxic
Q9NDA7,Contryphan-Tx,Neurotoxic
Q9NJC4,Toxin BmKaTx17  ,Neurotoxic
Q9NJC5,Toxin BmKaTx10   ,Neurotoxic
Q9NJC6,Potassium channel toxin BmTXK-beta    ,Neurotoxic
Q9NJC8,Toxin BmKaTx13  ,Neurotoxic
Q9NJQ2,Delta-actitoxin-Aeq2a      ,Neurotoxic
Q9PRP7,Snaclec carinactivase-1 regulatory subunit 14 kDa chain  ,Neurotoxic
Q9PRP8,Snaclec carinactivase-1 regulatory subunit 17 kDa chain  ,Neurotoxic
Q9PRP9,Zinc metalloproteinase carinactivase-1 catalytic subunit     ,Non-toxic
Q9PRY7,C-type lectin BjL  ,Non-toxic
Q9PRY9,Snake venom serine proteinase   ,Neurotoxic
Q9PRZ0,Phospholipase A2   ,Non-toxic
Q9PS06,Snaclec coagulation factor IX/factor X-binding protein subunit B ,Neurotoxic
Q9PS28,Thrombin-like enzyme RP34      ,Non-toxic
Q9PSF9,Basic phospholipase A2 2     ,Neurotoxic
Q9PSM5,Snaclec GPIB-binding protein subunit beta ,Non-toxic
Q9PSM6,Snaclec GPIB-binding protein subunit alpha ,Non-toxic
Q9PSM8,Snaclec coagulation factor IX/factor X-binding protein subunit B  ,Non-toxic
Q9PSM9,Snaclec coagulation factor IX/factor X-binding protein subunit A  ,Non-toxic
Q9PSN1,Muscarinic toxin 4 ,Neurotoxic
Q9PSN6,Neurotoxin 3 ,Neurotoxic
Q9PST3,Cytotoxin 2b   ,Cardiotoxic
Q9PST4,Cytotoxin 2a   ,Cardiotoxic
Q9PT40,Snake venom serine protease homolog 2  ,Non-toxic
Q9PTL3,Snake venom serine protease salmonase  ,Non-toxic
Q9PTT0,Cobrotoxin homolog ,Neurotoxic
Q9PUG9,Acidic phospholipase A2 S12-65J    ,Neurotoxic
Q9PUH0,Acidic phospholipase A2 S8-51    ,Neurotoxic
Q9PUH1,Acidic phospholipase A2 S14-72F    ,Neurotoxic
Q9PUH2,Acidic phospholipase A2 S4-30    ,Neurotoxic
Q9PUH3,Acidic phospholipase A2 S13-69J    ,Neurotoxic
Q9PUH4,Acidic phospholipase A2 S5-32M    ,Neurotoxic
Q9PUH5,Basic phospholipase A2 S11-61    ,Neurotoxic
Q9PUH6,Basic phospholipase A2 S10-58F    ,Neurotoxic
Q9PUH7,Acidic phospholipase A2 S15-109    ,Neurotoxic
Q9PUH8,Acidic phospholipase A2 S3-24    ,Neurotoxic
Q9PUH9,Acidic phospholipase A2 S9-53F    ,Neurotoxic
Q9PUI0,Acidic phospholipase A2 S7-48J    ,Neurotoxic
Q9PUI1,Basic phospholipase A2 S6-45    ,Neurotoxic
Q9PVE3,Basic phospholipase A2 homolog M1-3-3 ,Neurotoxic
Q9PVE9,Acidic phospholipase A2 S1E6-c   ,Neurotoxic
Q9PVF3,Basic phospholipase A2 homolog G6K49  ,Neurotoxic
Q9PW19,Toxin BMLCL ,Neurotoxic
Q9PWR6,Acidic phospholipase A2 VP7   ,Non-toxic
Q9TWD3,Bradykinin-potentiating peptide K12    ,Non-toxic
Q9TWF8,KappaPI-actitoxin-Avd3d   ,Neurotoxic
Q9TWF9,KappaPI-actitoxin-Avd3c   ,Neurotoxic
Q9TWG0,KappaPI-actitoxin-Avd3b   ,Neurotoxic
Q9TWG1,Kappa-actitoxin-Avd6a   ,Neurotoxic
Q9TWH3,Venom peptide isomerase light chain,Neurotoxic
Q9TWL0,Beta-toxin Cn8  ,Neurotoxic
Q9TWL1,Beta-toxin Cn7  ,Neurotoxic
Q9TWL8,Conodipine-M beta chain,Neurotoxic
Q9TXD1,Potassium channel toxin alpha-KTx 2.4  ,Neurotoxic
Q9U619,Alpha-conotoxin-like ImIIA ,Neurotoxic
Q9U6W0,Phospholipase A1   ,Non-toxic
Q9W6W6,Cytotoxin 10   ,Cardiotoxic
Q9W6W9,Cytotoxin 4N  ,Cardiotoxic
Q9W728,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B3 chain,Neurotoxic
Q9W7J5,Pseudonajatoxin b homolog ,Neurotoxic
Q9W7J6,Short neurotoxin 7  ,Neurotoxic
Q9W7J7,Short neurotoxin 6  ,Neurotoxic
Q9W7K0,Short neurotoxin 3  ,Neurotoxic
Q9W7K1,Short neurotoxin 2  ,Neurotoxic
Q9W7K2,Short neurotoxin 1/5   ,Neurotoxic
Q9XZK6,Alpha-conotoxin-like Tx1,Neurotoxic
Q9XZK8,Omega-conotoxin-like TxO1,Neurotoxic
Q9XZK9,Omega-conotoxin-like TxO2,Neurotoxic
Q9XZL1,Omega-conotoxin-like TxO4  ,Neurotoxic
Q9XZL3,Omega-conotoxin-like TxO6,Neurotoxic
Q9XZL4,Omega-conotoxin-like SVIA mutant 1,Neurotoxic
Q9XZL5,Omega-conotoxin-like SVIA mutant 2,Neurotoxic
Q9Y0X4,Bradykinin-potentiating peptide BmKbpp     ,Non-toxic
Q9YGI0,Short neurotoxin homolog NTL1 ,Neurotoxic
Q9YGI4,Probable weak neurotoxin NNAM2 ,Neurotoxic
Q9YGI6,Snake venom serine protease pallabin-2  ,Non-toxic
Q9YGJ2,Snake venom serine protease pallabin  ,Non-toxic
Q9YGJ7,Acidic phospholipase A2 VP8   ,Neurotoxic
Q9YGJ9,Snake venom serine protease Haly-2  ,Non-toxic
Q9YGN4,Snaclec salmorin subunit B,Non-toxic
Q9YGN5,Snaclec salmorin subunit A,Non-toxic
Q9YIB5,Glutaminyl-peptide cyclotransferase    ,Non-toxic
R4H5E1,Antimicrobial peptide MeuNaTxbeta-4  ,Neurotoxic
R4JJN6,Pantinin-3    ,Non-toxic
R4JNJ5,Pantinin-1    ,Non-toxic
R4JQZ0,Pantinin-2    ,Non-toxic
S0F1M9,Lambda-hexatoxin-Hv1e  ,Neurotoxic
S0F1P1,Lambda-hexatoxin-Hv1d  ,Neurotoxic
S4S2C7,Mastoparan-AF ,Non-toxic
S4S3F6,Mastoparan-V ,Non-toxic
S4S3G3,Mastoparan-D ,Non-toxic
S4UJV1,Alpha-conotoxin-like Lv1.4 ,Neurotoxic
S4UJW3,Alpha-conotoxin QcIA   ,Neurotoxic
T1PQV6,Toxin CfTX-B  ,Non-toxic
T1PRE3,Toxin CfTX-A  ,Non-toxic
U3EPL2,Three-finger toxin 3b   ,Neurotoxic
U5KJC9,Batroxicidin    ,Non-toxic
U5KJJ0,Cathelicidin-related peptide isoform 3   ,Non-toxic
U5KJJ1,Cathelicidin-related peptide Pt_CRAMP1   ,Non-toxic
U5KJM6,Cathelicidin-related peptide Pt_CRAMP2   ,Non-toxic
U5KJT7,Lutzicidin   ,Non-toxic
U5KJZ2,Lachesicidin   ,Non-toxic
U5YCR8,Snake venom serine protease pictobin  ,Non-toxic
U6BLN5,Venom metalloproteinase BumaMPs1   ,Non-toxic
V5V893,Conotoxin Fla16d  ,Non-toxic
V9Z548,Venom metalloproteinase antarease-like TpachMP_A  ,Non-toxic
V9Z7R6,Venom metalloproteinase antarease-like TfasMP_A  ,Non-toxic
V9Z9A3,Venom metalloproteinase antarease-like TserMP_B  ,Non-toxic
V9ZAX6,Venom metalloproteinase antarease-like TpachMP_B  ,Non-toxic
V9ZAY0,Venom metalloproteinase antarease-like TtrivMP_A  ,Non-toxic
W0HFN9,Hyaluronidase 2    ,Non-toxic
W4VS16,Conotoxin Vc7.2 ,Neurotoxic
W4VS99,Neprilysin-1 ,Non-toxic
W4VSH9,Kunitz-type U19-barytoxin-Tl1a  ,Non-toxic
W4VSJ0,Acetylcholinesterase-1  ,Non-toxic
X5I9Z2,Alpha-conotoxin G1.5,Neurotoxic
X5IGW1,Alpha-conotoxin GIB,Neurotoxic
X5IY26,Conotoxin G11.1  ,Neurotoxic
A0A023VZF1,U-scoloptoxin-Er1f -Er1f   ,Neurotoxic
A0A023VZM6,U-scoloptoxin-Er1c -Er1c   ,Neurotoxic
A0A023VZR2,U-scoloptoxin-Cw1a -Cw1a ,Non-toxic
A0A023W082,U-scoloptoxin-Er1b -Er1b   ,Neurotoxic
A0A023W090,U-scoloptoxin-Er1e -Er1e   ,Neurotoxic
A0A023W0C3,U-scoloptoxin-Er5d     ,Non-toxic
A0A023W0U0,U-scoloptoxin-Er1d -Er1d   ,Neurotoxic
A0A023W0V6,U-scoloptoxin-Sm3a -Sm3a ,Neurotoxic
A0A023W0V9,U-scoloptoxin-Er5c    ,Non-toxic
A0A023W0W9,U-scoloptoxin-Sm5a   ,Non-toxic
A0A023W123,U-scoloptoxin-Er1a -Er1a   ,Neurotoxic
A0A023W163,U-scoloptoxin-Er5e     ,Non-toxic
A0A023W168,U-scoloptoxin-Sa5a   ,Non-toxic
A0A059U906,Potassium channel toxin alpha-KTx 14.5 ,Neurotoxic
A0A059UEE4,Potassium channel toxin alpha-KTx 27.4 ,Neurotoxic
A0A059UI21,Potassium channel toxin alpha-KTx 26.3 ,Neurotoxic
A0A059UI30,Potassium channel toxin Meg-beta-KTx1  ,Neurotoxic
A0A068B409,Conotoxin Bt14.16,Neurotoxic
A0A0E3SVB8,Conotoxin phi-MiXXVIIB  ,Neurotoxic
A0A0F6QDA5,Delta-conotoxin-like ErVIA,Neurotoxic
A0A0F7YYX3,Neuropeptide prohormone-4,Non-toxic
A0A0F7YZI5,Thyrostimulin beta-5 subunit,Non-toxic
A0A0F7Z3J2,Thyrostimulin alpha-2 subunit,Non-toxic
A0A0K8TU78,Contryphan-Lnv,Neurotoxic
A0A0K8TUE2,Consomatin Le1   ,Non-toxic
A0A125S9D8,Conotoxin Im28.1 ,Neurotoxic
A0A125S9D9,Conotoxin Im22.1 ,Neurotoxic
A0A125S9E0,Conotoxin Im11.8 ,Neurotoxic
A0A125S9E1,Conotoxin Im11.9 ,Neurotoxic
A0A125S9E2,Conotoxin Im11.11 ,Neurotoxic
A0A125S9E4,Conotoxin Im23a ,Neurotoxic
A0A125S9E5,Conotoxin Im23.4 ,Neurotoxic
A0A125S9E6,Conotoxin Im3.1 ,Neurotoxic
A0A125S9E9,Conotoxin Im9.1 ,Neurotoxic
A0A125S9F0,Conotoxin Im016 ,Neurotoxic
A0A125S9F2,Conotoxin Im6.2 ,Neurotoxic
A0A125S9F3,Conotoxin Im6.9 ,Neurotoxic
A0A125S9F6,Conotoxin Im9.4 ,Neurotoxic
A0A125S9F9,Conotoxin Im14.2 ,Non-toxic
A0A125S9G0,Conotoxin Im026 ,Neurotoxic
A0A125S9G2,Conotoxin Im23.5 ,Neurotoxic
A0A125S9G3,Conotoxin Im6.10 ,Neurotoxic
